"slotid","slotdoctorid","slotdate","slotfrom","slotto","slotstatus"
7841,4,"2023-09-11","14:15:00","14:30:00","available"
7842,4,"2023-09-11","14:30:00","14:45:00","available"
7843,4,"2023-09-11","14:45:00","15:00:00","available"
7844,4,"2023-09-11","15:00:00","15:15:00","available"
7846,4,"2023-09-11","15:30:00","15:45:00","available"
7847,4,"2023-09-11","15:45:00","16:00:00","available"
7848,4,"2023-09-11","16:00:00","16:15:00","available"
7849,4,"2023-09-11","16:15:00","16:30:00","available"
7850,4,"2023-09-11","16:30:00","16:45:00","available"
7851,4,"2023-09-11","16:45:00","17:00:00","available"
7852,4,"2023-09-12","10:00:00","10:30:00","available"
7853,4,"2023-09-12","10:30:00","11:00:00","available"
7854,4,"2023-09-12","11:00:00","11:30:00","available"
7855,4,"2023-09-12","11:30:00","12:00:00","available"
7856,4,"2023-09-12","12:00:00","12:30:00","available"
7857,4,"2023-09-12","12:30:00","13:00:00","available"
7858,4,"2023-09-13","14:00:00","14:15:00","available"
7859,4,"2023-09-13","14:15:00","14:30:00","available"
7860,4,"2023-09-13","14:30:00","14:45:00","available"
7861,4,"2023-09-13","14:45:00","15:00:00","available"
7862,4,"2023-09-13","15:00:00","15:15:00","available"
7863,4,"2023-09-13","15:15:00","15:30:00","available"
7864,4,"2023-09-13","15:30:00","15:45:00","available"
7865,4,"2023-09-13","15:45:00","16:00:00","available"
7866,4,"2023-09-13","16:00:00","16:15:00","available"
7867,4,"2023-09-13","16:15:00","16:30:00","available"
7868,4,"2023-09-13","16:30:00","16:45:00","available"
7869,4,"2023-09-13","16:45:00","17:00:00","available"
7870,4,"2023-09-14","10:00:00","10:30:00","available"
7871,4,"2023-09-14","10:30:00","11:00:00","available"
7872,4,"2023-09-14","11:00:00","11:30:00","available"
7873,4,"2023-09-14","11:30:00","12:00:00","available"
7874,4,"2023-09-14","12:00:00","12:30:00","available"
7875,4,"2023-09-14","12:30:00","13:00:00","available"
7876,4,"2023-09-15","14:00:00","14:15:00","available"
7877,4,"2023-09-15","14:15:00","14:30:00","available"
7879,4,"2023-09-15","14:45:00","15:00:00","available"
7880,4,"2023-09-15","15:00:00","15:15:00","available"
7881,4,"2023-09-15","15:15:00","15:30:00","available"
7882,4,"2023-09-15","15:30:00","15:45:00","available"
7883,4,"2023-09-15","15:45:00","16:00:00","available"
7884,4,"2023-09-15","16:00:00","16:15:00","available"
7885,4,"2023-09-15","16:15:00","16:30:00","available"
7886,4,"2023-09-15","16:30:00","16:45:00","available"
7887,4,"2023-09-15","16:45:00","17:00:00","available"
7888,4,"2023-09-16","10:00:00","10:30:00","available"
7889,4,"2023-09-16","10:30:00","11:00:00","available"
7891,4,"2023-09-16","11:30:00","12:00:00","available"
7892,4,"2023-09-16","12:00:00","12:30:00","available"
7893,4,"2023-09-16","12:30:00","13:00:00","available"
7894,4,"2023-09-18","14:00:00","14:15:00","available"
7895,4,"2023-09-18","14:15:00","14:30:00","available"
7896,4,"2023-09-18","14:30:00","14:45:00","available"
7897,4,"2023-09-18","14:45:00","15:00:00","available"
7898,4,"2023-09-18","15:00:00","15:15:00","available"
7900,4,"2023-09-18","15:30:00","15:45:00","available"
7901,4,"2023-09-18","15:45:00","16:00:00","available"
7902,4,"2023-09-18","16:00:00","16:15:00","available"
7903,4,"2023-09-18","16:15:00","16:30:00","available"
7904,4,"2023-09-18","16:30:00","16:45:00","available"
7905,4,"2023-09-18","16:45:00","17:00:00","available"
7906,4,"2023-09-19","10:00:00","10:30:00","available"
7907,4,"2023-09-19","10:30:00","11:00:00","available"
7908,4,"2023-09-19","11:00:00","11:30:00","available"
7909,4,"2023-09-19","11:30:00","12:00:00","available"
7910,4,"2023-09-19","12:00:00","12:30:00","available"
7911,4,"2023-09-19","12:30:00","13:00:00","available"
7912,4,"2023-09-20","14:00:00","14:15:00","available"
7913,4,"2023-09-20","14:15:00","14:30:00","available"
7914,4,"2023-09-20","14:30:00","14:45:00","available"
7915,4,"2023-09-20","14:45:00","15:00:00","available"
7916,4,"2023-09-20","15:00:00","15:15:00","available"
7917,4,"2023-09-20","15:15:00","15:30:00","available"
7918,4,"2023-09-20","15:30:00","15:45:00","available"
7919,4,"2023-09-20","15:45:00","16:00:00","available"
7920,4,"2023-09-20","16:00:00","16:15:00","available"
7921,4,"2023-09-20","16:15:00","16:30:00","available"
7922,4,"2023-09-20","16:30:00","16:45:00","available"
7923,4,"2023-09-20","16:45:00","17:00:00","available"
7924,4,"2023-09-21","10:00:00","10:30:00","available"
7925,4,"2023-09-21","10:30:00","11:00:00","available"
7926,4,"2023-09-21","11:00:00","11:30:00","available"
7927,4,"2023-09-21","11:30:00","12:00:00","available"
7928,4,"2023-09-21","12:00:00","12:30:00","available"
7929,4,"2023-09-21","12:30:00","13:00:00","available"
7930,4,"2023-09-22","14:00:00","14:15:00","available"
7931,4,"2023-09-22","14:15:00","14:30:00","available"
7932,4,"2023-09-22","14:30:00","14:45:00","available"
7933,4,"2023-09-22","14:45:00","15:00:00","available"
7934,4,"2023-09-22","15:00:00","15:15:00","available"
7935,4,"2023-09-22","15:15:00","15:30:00","available"
7936,4,"2023-09-22","15:30:00","15:45:00","available"
7937,4,"2023-09-22","15:45:00","16:00:00","available"
7938,4,"2023-09-22","16:00:00","16:15:00","available"
7939,4,"2023-09-22","16:15:00","16:30:00","available"
7940,4,"2023-09-22","16:30:00","16:45:00","available"
7941,4,"2023-09-22","16:45:00","17:00:00","available"
7942,4,"2023-09-23","10:00:00","10:30:00","available"
7943,4,"2023-09-23","10:30:00","11:00:00","available"
7944,4,"2023-09-23","11:00:00","11:30:00","available"
7945,4,"2023-09-23","11:30:00","12:00:00","available"
7946,4,"2023-09-23","12:00:00","12:30:00","available"
7947,4,"2023-09-23","12:30:00","13:00:00","available"
7948,4,"2023-09-25","14:00:00","14:15:00","available"
7949,4,"2023-09-25","14:15:00","14:30:00","available"
7950,4,"2023-09-25","14:30:00","14:45:00","available"
7951,4,"2023-09-25","14:45:00","15:00:00","available"
7952,4,"2023-09-25","15:00:00","15:15:00","available"
7953,4,"2023-09-25","15:15:00","15:30:00","available"
7954,4,"2023-09-25","15:30:00","15:45:00","available"
7955,4,"2023-09-25","15:45:00","16:00:00","available"
7957,4,"2023-09-25","16:15:00","16:30:00","available"
7958,4,"2023-09-25","16:30:00","16:45:00","available"
7959,4,"2023-09-25","16:45:00","17:00:00","available"
7960,4,"2023-09-26","10:00:00","10:30:00","available"
7961,4,"2023-09-26","10:30:00","11:00:00","available"
7962,4,"2023-09-26","11:00:00","11:30:00","available"
7963,4,"2023-09-26","11:30:00","12:00:00","available"
7964,4,"2023-09-26","12:00:00","12:30:00","available"
7965,4,"2023-09-26","12:30:00","13:00:00","available"
7966,4,"2023-09-27","14:00:00","14:15:00","available"
7967,4,"2023-09-27","14:15:00","14:30:00","available"
7968,4,"2023-09-27","14:30:00","14:45:00","available"
7969,4,"2023-09-27","14:45:00","15:00:00","available"
7970,4,"2023-09-27","15:00:00","15:15:00","available"
7971,4,"2023-09-27","15:15:00","15:30:00","available"
7972,4,"2023-09-27","15:30:00","15:45:00","available"
7973,4,"2023-09-27","15:45:00","16:00:00","available"
7974,4,"2023-09-27","16:00:00","16:15:00","available"
7975,4,"2023-09-27","16:15:00","16:30:00","available"
7976,4,"2023-09-27","16:30:00","16:45:00","available"
7977,4,"2023-09-27","16:45:00","17:00:00","available"
7978,4,"2023-09-28","10:00:00","10:30:00","available"
7979,4,"2023-09-28","10:30:00","11:00:00","available"
7980,4,"2023-09-28","11:00:00","11:30:00","available"
7982,4,"2023-09-28","12:00:00","12:30:00","available"
7983,4,"2023-09-28","12:30:00","13:00:00","available"
7984,4,"2023-09-29","14:00:00","14:15:00","available"
7985,4,"2023-09-29","14:15:00","14:30:00","available"
7986,4,"2023-09-29","14:30:00","14:45:00","available"
7987,4,"2023-09-29","14:45:00","15:00:00","available"
7988,4,"2023-09-29","15:00:00","15:15:00","available"
7989,4,"2023-09-29","15:15:00","15:30:00","available"
7990,4,"2023-09-29","15:30:00","15:45:00","available"
7991,4,"2023-09-29","15:45:00","16:00:00","available"
7992,4,"2023-09-29","16:00:00","16:15:00","available"
7993,4,"2023-09-29","16:15:00","16:30:00","available"
7994,4,"2023-09-29","16:30:00","16:45:00","available"
7995,4,"2023-09-29","16:45:00","17:00:00","available"
7996,4,"2023-09-30","10:00:00","10:30:00","available"
7997,4,"2023-09-30","10:30:00","11:00:00","available"
7998,4,"2023-09-30","11:00:00","11:30:00","available"
7999,4,"2023-09-30","11:30:00","12:00:00","available"
8000,4,"2023-09-30","12:00:00","12:30:00","available"
8001,4,"2023-09-30","12:30:00","13:00:00","available"
8002,5,"2023-09-01","15:00:00","15:20:00","available"
8003,5,"2023-09-01","15:20:00","15:40:00","available"
8004,5,"2023-09-01","15:40:00","16:00:00","available"
8005,5,"2023-09-01","16:00:00","16:20:00","available"
8006,5,"2023-09-01","16:20:00","16:40:00","available"
8007,5,"2023-09-01","16:40:00","17:00:00","available"
8008,5,"2023-09-01","17:00:00","17:20:00","available"
8009,5,"2023-09-01","17:20:00","17:40:00","available"
8010,5,"2023-09-01","17:40:00","18:00:00","available"
8011,5,"2023-09-02","08:00:00","08:10:00","available"
8012,5,"2023-09-02","08:10:00","08:20:00","available"
8013,5,"2023-09-02","08:20:00","08:30:00","available"
8014,5,"2023-09-02","08:30:00","08:40:00","available"
8015,5,"2023-09-02","08:40:00","08:50:00","available"
8016,5,"2023-09-02","08:50:00","09:00:00","available"
8017,5,"2023-09-02","09:00:00","09:10:00","available"
8018,5,"2023-09-02","09:10:00","09:20:00","available"
8019,5,"2023-09-02","09:20:00","09:30:00","available"
8020,5,"2023-09-02","09:30:00","09:40:00","available"
8021,5,"2023-09-02","09:40:00","09:50:00","available"
8022,5,"2023-09-02","09:50:00","10:00:00","available"
8023,5,"2023-09-02","10:00:00","10:10:00","available"
8024,5,"2023-09-02","10:10:00","10:20:00","available"
8025,5,"2023-09-02","10:20:00","10:30:00","available"
8026,5,"2023-09-02","10:30:00","10:40:00","available"
8027,5,"2023-09-02","10:40:00","10:50:00","available"
8028,5,"2023-09-02","10:50:00","11:00:00","available"
8029,5,"2023-09-03","15:00:00","15:20:00","available"
8030,5,"2023-09-03","15:20:00","15:40:00","available"
8031,5,"2023-09-03","15:40:00","16:00:00","available"
8032,5,"2023-09-03","16:00:00","16:20:00","available"
8033,5,"2023-09-03","16:20:00","16:40:00","available"
8034,5,"2023-09-03","16:40:00","17:00:00","available"
8035,5,"2023-09-03","17:00:00","17:20:00","available"
8036,5,"2023-09-03","17:20:00","17:40:00","available"
8037,5,"2023-09-03","17:40:00","18:00:00","available"
8038,5,"2023-09-05","15:00:00","15:20:00","available"
8039,5,"2023-09-05","15:20:00","15:40:00","available"
8040,5,"2023-09-05","15:40:00","16:00:00","available"
8041,5,"2023-09-05","16:00:00","16:20:00","available"
8042,5,"2023-09-05","16:20:00","16:40:00","available"
8043,5,"2023-09-05","16:40:00","17:00:00","available"
8044,5,"2023-09-05","17:00:00","17:20:00","available"
8045,5,"2023-09-05","17:20:00","17:40:00","available"
8046,5,"2023-09-05","17:40:00","18:00:00","available"
8047,5,"2023-09-06","08:00:00","08:10:00","available"
8048,5,"2023-09-06","08:10:00","08:20:00","available"
8049,5,"2023-09-06","08:20:00","08:30:00","available"
8050,5,"2023-09-06","08:30:00","08:40:00","available"
8051,5,"2023-09-06","08:40:00","08:50:00","available"
8052,5,"2023-09-06","08:50:00","09:00:00","available"
8053,5,"2023-09-06","09:00:00","09:10:00","available"
8054,5,"2023-09-06","09:10:00","09:20:00","available"
8055,5,"2023-09-06","09:20:00","09:30:00","available"
8056,5,"2023-09-06","09:30:00","09:40:00","available"
8057,5,"2023-09-06","09:40:00","09:50:00","available"
8058,5,"2023-09-06","09:50:00","10:00:00","available"
8059,5,"2023-09-06","10:00:00","10:10:00","available"
8060,5,"2023-09-06","10:10:00","10:20:00","available"
8061,5,"2023-09-06","10:20:00","10:30:00","available"
8062,5,"2023-09-06","10:30:00","10:40:00","available"
8063,5,"2023-09-06","10:40:00","10:50:00","available"
8064,5,"2023-09-06","10:50:00","11:00:00","available"
8065,5,"2023-09-07","08:00:00","08:10:00","available"
8066,5,"2023-09-07","08:10:00","08:20:00","available"
8067,5,"2023-09-07","08:20:00","08:30:00","available"
8068,5,"2023-09-07","08:30:00","08:40:00","available"
8069,5,"2023-09-07","08:40:00","08:50:00","available"
8070,5,"2023-09-07","08:50:00","09:00:00","available"
8071,5,"2023-09-07","09:00:00","09:10:00","available"
8072,5,"2023-09-07","09:10:00","09:20:00","available"
8073,5,"2023-09-07","09:20:00","09:30:00","available"
8074,5,"2023-09-07","09:30:00","09:40:00","available"
8075,5,"2023-09-07","09:40:00","09:50:00","available"
8076,5,"2023-09-07","09:50:00","10:00:00","available"
8077,5,"2023-09-07","10:00:00","10:10:00","available"
8078,5,"2023-09-07","10:10:00","10:20:00","available"
8079,5,"2023-09-07","10:20:00","10:30:00","available"
8080,5,"2023-09-07","10:30:00","10:40:00","available"
8081,5,"2023-09-07","10:40:00","10:50:00","available"
8082,5,"2023-09-07","10:50:00","11:00:00","available"
8083,5,"2023-09-08","15:00:00","15:20:00","available"
8084,5,"2023-09-08","15:20:00","15:40:00","available"
8085,5,"2023-09-08","15:40:00","16:00:00","available"
8086,5,"2023-09-08","16:00:00","16:20:00","available"
8087,5,"2023-09-08","16:20:00","16:40:00","available"
8088,5,"2023-09-08","16:40:00","17:00:00","available"
8089,5,"2023-09-08","17:00:00","17:20:00","available"
8090,5,"2023-09-08","17:20:00","17:40:00","available"
8091,5,"2023-09-08","17:40:00","18:00:00","available"
8092,5,"2023-09-09","08:00:00","08:10:00","available"
8093,5,"2023-09-09","08:10:00","08:20:00","available"
8094,5,"2023-09-09","08:20:00","08:30:00","available"
8095,5,"2023-09-09","08:30:00","08:40:00","available"
8096,5,"2023-09-09","08:40:00","08:50:00","available"
8097,5,"2023-09-09","08:50:00","09:00:00","available"
8098,5,"2023-09-09","09:00:00","09:10:00","available"
8099,5,"2023-09-09","09:10:00","09:20:00","available"
8100,5,"2023-09-09","09:20:00","09:30:00","available"
8101,5,"2023-09-09","09:30:00","09:40:00","available"
8102,5,"2023-09-09","09:40:00","09:50:00","available"
8103,5,"2023-09-09","09:50:00","10:00:00","available"
8104,5,"2023-09-09","10:00:00","10:10:00","available"
8105,5,"2023-09-09","10:10:00","10:20:00","available"
8106,5,"2023-09-09","10:20:00","10:30:00","available"
8107,5,"2023-09-09","10:30:00","10:40:00","available"
8108,5,"2023-09-09","10:40:00","10:50:00","available"
8109,5,"2023-09-09","10:50:00","11:00:00","available"
8110,5,"2023-09-10","15:00:00","15:20:00","available"
8111,5,"2023-09-10","15:20:00","15:40:00","available"
8112,5,"2023-09-10","15:40:00","16:00:00","available"
8113,5,"2023-09-10","16:00:00","16:20:00","available"
8114,5,"2023-09-10","16:20:00","16:40:00","available"
8115,5,"2023-09-10","16:40:00","17:00:00","available"
8116,5,"2023-09-10","17:00:00","17:20:00","available"
8117,5,"2023-09-10","17:20:00","17:40:00","available"
8118,5,"2023-09-10","17:40:00","18:00:00","available"
8119,5,"2023-09-12","15:00:00","15:20:00","available"
8120,5,"2023-09-12","15:20:00","15:40:00","available"
8121,5,"2023-09-12","15:40:00","16:00:00","available"
8122,5,"2023-09-12","16:00:00","16:20:00","available"
8123,5,"2023-09-12","16:20:00","16:40:00","available"
8124,5,"2023-09-12","16:40:00","17:00:00","available"
8125,5,"2023-09-12","17:00:00","17:20:00","available"
8126,5,"2023-09-12","17:20:00","17:40:00","available"
8127,5,"2023-09-12","17:40:00","18:00:00","available"
8128,5,"2023-09-13","08:00:00","08:10:00","available"
8129,5,"2023-09-13","08:10:00","08:20:00","available"
8130,5,"2023-09-13","08:20:00","08:30:00","available"
8131,5,"2023-09-13","08:30:00","08:40:00","available"
8132,5,"2023-09-13","08:40:00","08:50:00","available"
8133,5,"2023-09-13","08:50:00","09:00:00","available"
8134,5,"2023-09-13","09:00:00","09:10:00","available"
8135,5,"2023-09-13","09:10:00","09:20:00","available"
8136,5,"2023-09-13","09:20:00","09:30:00","available"
8137,5,"2023-09-13","09:30:00","09:40:00","available"
8138,5,"2023-09-13","09:40:00","09:50:00","available"
8139,5,"2023-09-13","09:50:00","10:00:00","available"
8140,5,"2023-09-13","10:00:00","10:10:00","available"
8141,5,"2023-09-13","10:10:00","10:20:00","available"
8142,5,"2023-09-13","10:20:00","10:30:00","available"
8143,5,"2023-09-13","10:30:00","10:40:00","available"
8144,5,"2023-09-13","10:40:00","10:50:00","available"
8145,5,"2023-09-13","10:50:00","11:00:00","available"
8146,5,"2023-09-14","08:00:00","08:10:00","available"
8147,5,"2023-09-14","08:10:00","08:20:00","available"
8148,5,"2023-09-14","08:20:00","08:30:00","available"
8149,5,"2023-09-14","08:30:00","08:40:00","available"
8150,5,"2023-09-14","08:40:00","08:50:00","available"
8151,5,"2023-09-14","08:50:00","09:00:00","available"
8152,5,"2023-09-14","09:00:00","09:10:00","available"
8154,5,"2023-09-14","09:20:00","09:30:00","available"
8155,5,"2023-09-14","09:30:00","09:40:00","available"
8156,5,"2023-09-14","09:40:00","09:50:00","available"
8157,5,"2023-09-14","09:50:00","10:00:00","available"
8158,5,"2023-09-14","10:00:00","10:10:00","available"
8159,5,"2023-09-14","10:10:00","10:20:00","available"
8160,5,"2023-09-14","10:20:00","10:30:00","available"
8161,5,"2023-09-14","10:30:00","10:40:00","available"
8162,5,"2023-09-14","10:40:00","10:50:00","available"
8163,5,"2023-09-14","10:50:00","11:00:00","available"
8164,5,"2023-09-15","15:00:00","15:20:00","available"
8165,5,"2023-09-15","15:20:00","15:40:00","available"
8166,5,"2023-09-15","15:40:00","16:00:00","available"
8167,5,"2023-09-15","16:00:00","16:20:00","available"
8168,5,"2023-09-15","16:20:00","16:40:00","available"
8169,5,"2023-09-15","16:40:00","17:00:00","available"
8170,5,"2023-09-15","17:00:00","17:20:00","available"
8171,5,"2023-09-15","17:20:00","17:40:00","available"
8172,5,"2023-09-15","17:40:00","18:00:00","available"
8173,5,"2023-09-16","08:00:00","08:10:00","available"
8174,5,"2023-09-16","08:10:00","08:20:00","available"
8175,5,"2023-09-16","08:20:00","08:30:00","available"
8176,5,"2023-09-16","08:30:00","08:40:00","available"
8177,5,"2023-09-16","08:40:00","08:50:00","available"
8178,5,"2023-09-16","08:50:00","09:00:00","available"
8179,5,"2023-09-16","09:00:00","09:10:00","available"
8180,5,"2023-09-16","09:10:00","09:20:00","available"
8181,5,"2023-09-16","09:20:00","09:30:00","available"
8182,5,"2023-09-16","09:30:00","09:40:00","available"
8183,5,"2023-09-16","09:40:00","09:50:00","available"
8184,5,"2023-09-16","09:50:00","10:00:00","available"
8185,5,"2023-09-16","10:00:00","10:10:00","available"
8186,5,"2023-09-16","10:10:00","10:20:00","available"
8187,5,"2023-09-16","10:20:00","10:30:00","available"
8188,5,"2023-09-16","10:30:00","10:40:00","available"
8189,5,"2023-09-16","10:40:00","10:50:00","available"
8190,5,"2023-09-16","10:50:00","11:00:00","available"
8191,5,"2023-09-17","15:00:00","15:20:00","available"
8192,5,"2023-09-17","15:20:00","15:40:00","available"
8193,5,"2023-09-17","15:40:00","16:00:00","available"
8194,5,"2023-09-17","16:00:00","16:20:00","available"
8195,5,"2023-09-17","16:20:00","16:40:00","available"
8196,5,"2023-09-17","16:40:00","17:00:00","available"
8197,5,"2023-09-17","17:00:00","17:20:00","available"
8198,5,"2023-09-17","17:20:00","17:40:00","available"
8199,5,"2023-09-17","17:40:00","18:00:00","available"
8200,5,"2023-09-19","15:00:00","15:20:00","available"
8201,5,"2023-09-19","15:20:00","15:40:00","available"
8202,5,"2023-09-19","15:40:00","16:00:00","available"
8203,5,"2023-09-19","16:00:00","16:20:00","available"
8204,5,"2023-09-19","16:20:00","16:40:00","available"
8205,5,"2023-09-19","16:40:00","17:00:00","available"
8206,5,"2023-09-19","17:00:00","17:20:00","available"
8207,5,"2023-09-19","17:20:00","17:40:00","available"
8208,5,"2023-09-19","17:40:00","18:00:00","available"
8209,5,"2023-09-20","08:00:00","08:10:00","available"
8210,5,"2023-09-20","08:10:00","08:20:00","available"
8211,5,"2023-09-20","08:20:00","08:30:00","available"
8212,5,"2023-09-20","08:30:00","08:40:00","available"
8213,5,"2023-09-20","08:40:00","08:50:00","available"
8214,5,"2023-09-20","08:50:00","09:00:00","available"
8215,5,"2023-09-20","09:00:00","09:10:00","available"
8216,5,"2023-09-20","09:10:00","09:20:00","available"
8217,5,"2023-09-20","09:20:00","09:30:00","available"
8218,5,"2023-09-20","09:30:00","09:40:00","available"
8219,5,"2023-09-20","09:40:00","09:50:00","available"
8220,5,"2023-09-20","09:50:00","10:00:00","available"
8221,5,"2023-09-20","10:00:00","10:10:00","available"
8222,5,"2023-09-20","10:10:00","10:20:00","available"
8223,5,"2023-09-20","10:20:00","10:30:00","available"
8224,5,"2023-09-20","10:30:00","10:40:00","available"
8225,5,"2023-09-20","10:40:00","10:50:00","available"
8226,5,"2023-09-20","10:50:00","11:00:00","available"
8227,5,"2023-09-21","08:00:00","08:10:00","available"
8228,5,"2023-09-21","08:10:00","08:20:00","available"
8229,5,"2023-09-21","08:20:00","08:30:00","available"
8230,5,"2023-09-21","08:30:00","08:40:00","available"
8231,5,"2023-09-21","08:40:00","08:50:00","available"
8232,5,"2023-09-21","08:50:00","09:00:00","available"
8233,5,"2023-09-21","09:00:00","09:10:00","available"
8234,5,"2023-09-21","09:10:00","09:20:00","available"
8235,5,"2023-09-21","09:20:00","09:30:00","available"
8236,5,"2023-09-21","09:30:00","09:40:00","available"
8237,5,"2023-09-21","09:40:00","09:50:00","available"
8238,5,"2023-09-21","09:50:00","10:00:00","available"
8239,5,"2023-09-21","10:00:00","10:10:00","available"
8240,5,"2023-09-21","10:10:00","10:20:00","available"
8241,5,"2023-09-21","10:20:00","10:30:00","available"
8242,5,"2023-09-21","10:30:00","10:40:00","available"
8243,5,"2023-09-21","10:40:00","10:50:00","available"
8244,5,"2023-09-21","10:50:00","11:00:00","available"
8245,5,"2023-09-22","15:00:00","15:20:00","available"
8247,5,"2023-09-22","15:40:00","16:00:00","available"
8248,5,"2023-09-22","16:00:00","16:20:00","available"
8249,5,"2023-09-22","16:20:00","16:40:00","available"
8250,5,"2023-09-22","16:40:00","17:00:00","available"
8251,5,"2023-09-22","17:00:00","17:20:00","available"
8252,5,"2023-09-22","17:20:00","17:40:00","available"
8253,5,"2023-09-22","17:40:00","18:00:00","available"
8254,5,"2023-09-23","08:00:00","08:10:00","available"
8255,5,"2023-09-23","08:10:00","08:20:00","available"
8256,5,"2023-09-23","08:20:00","08:30:00","available"
8257,5,"2023-09-23","08:30:00","08:40:00","available"
8258,5,"2023-09-23","08:40:00","08:50:00","available"
8259,5,"2023-09-23","08:50:00","09:00:00","available"
8260,5,"2023-09-23","09:00:00","09:10:00","available"
8261,5,"2023-09-23","09:10:00","09:20:00","available"
8262,5,"2023-09-23","09:20:00","09:30:00","available"
8263,5,"2023-09-23","09:30:00","09:40:00","available"
8264,5,"2023-09-23","09:40:00","09:50:00","available"
8265,5,"2023-09-23","09:50:00","10:00:00","available"
8266,5,"2023-09-23","10:00:00","10:10:00","available"
8267,5,"2023-09-23","10:10:00","10:20:00","available"
8268,5,"2023-09-23","10:20:00","10:30:00","available"
8269,5,"2023-09-23","10:30:00","10:40:00","available"
8270,5,"2023-09-23","10:40:00","10:50:00","available"
8271,5,"2023-09-23","10:50:00","11:00:00","available"
8272,5,"2023-09-24","15:00:00","15:20:00","available"
8273,5,"2023-09-24","15:20:00","15:40:00","available"
8274,5,"2023-09-24","15:40:00","16:00:00","available"
8275,5,"2023-09-24","16:00:00","16:20:00","available"
8276,5,"2023-09-24","16:20:00","16:40:00","available"
8277,5,"2023-09-24","16:40:00","17:00:00","available"
8278,5,"2023-09-24","17:00:00","17:20:00","available"
8279,5,"2023-09-24","17:20:00","17:40:00","available"
8280,5,"2023-09-24","17:40:00","18:00:00","available"
8281,5,"2023-09-26","15:00:00","15:20:00","available"
8283,5,"2023-09-26","15:40:00","16:00:00","available"
8284,5,"2023-09-26","16:00:00","16:20:00","available"
8285,5,"2023-09-26","16:20:00","16:40:00","available"
8286,5,"2023-09-26","16:40:00","17:00:00","available"
8287,5,"2023-09-26","17:00:00","17:20:00","available"
8288,5,"2023-09-26","17:20:00","17:40:00","available"
8289,5,"2023-09-26","17:40:00","18:00:00","available"
8290,5,"2023-09-27","08:00:00","08:10:00","available"
8291,5,"2023-09-27","08:10:00","08:20:00","available"
8292,5,"2023-09-27","08:20:00","08:30:00","available"
8293,5,"2023-09-27","08:30:00","08:40:00","available"
8294,5,"2023-09-27","08:40:00","08:50:00","available"
8295,5,"2023-09-27","08:50:00","09:00:00","available"
8296,5,"2023-09-27","09:00:00","09:10:00","available"
8297,5,"2023-09-27","09:10:00","09:20:00","available"
8298,5,"2023-09-27","09:20:00","09:30:00","available"
8299,5,"2023-09-27","09:30:00","09:40:00","available"
8300,5,"2023-09-27","09:40:00","09:50:00","available"
8301,5,"2023-09-27","09:50:00","10:00:00","available"
8302,5,"2023-09-27","10:00:00","10:10:00","available"
8303,5,"2023-09-27","10:10:00","10:20:00","available"
8304,5,"2023-09-27","10:20:00","10:30:00","available"
8305,5,"2023-09-27","10:30:00","10:40:00","available"
8306,5,"2023-09-27","10:40:00","10:50:00","available"
8307,5,"2023-09-27","10:50:00","11:00:00","available"
8308,5,"2023-09-28","08:00:00","08:10:00","available"
8309,5,"2023-09-28","08:10:00","08:20:00","available"
8310,5,"2023-09-28","08:20:00","08:30:00","available"
8311,5,"2023-09-28","08:30:00","08:40:00","available"
8312,5,"2023-09-28","08:40:00","08:50:00","available"
8313,5,"2023-09-28","08:50:00","09:00:00","available"
8314,5,"2023-09-28","09:00:00","09:10:00","available"
8315,5,"2023-09-28","09:10:00","09:20:00","available"
8316,5,"2023-09-28","09:20:00","09:30:00","available"
8317,5,"2023-09-28","09:30:00","09:40:00","available"
8318,5,"2023-09-28","09:40:00","09:50:00","available"
8319,5,"2023-09-28","09:50:00","10:00:00","available"
8320,5,"2023-09-28","10:00:00","10:10:00","available"
8321,5,"2023-09-28","10:10:00","10:20:00","available"
8322,5,"2023-09-28","10:20:00","10:30:00","available"
8323,5,"2023-09-28","10:30:00","10:40:00","available"
8324,5,"2023-09-28","10:40:00","10:50:00","available"
8325,5,"2023-09-28","10:50:00","11:00:00","available"
8326,5,"2023-09-29","15:00:00","15:20:00","available"
8327,5,"2023-09-29","15:20:00","15:40:00","available"
8328,5,"2023-09-29","15:40:00","16:00:00","available"
8329,5,"2023-09-29","16:00:00","16:20:00","available"
8330,5,"2023-09-29","16:20:00","16:40:00","available"
8331,5,"2023-09-29","16:40:00","17:00:00","available"
8332,5,"2023-09-29","17:00:00","17:20:00","available"
8333,5,"2023-09-29","17:20:00","17:40:00","available"
8334,5,"2023-09-29","17:40:00","18:00:00","available"
8335,5,"2023-09-30","08:00:00","08:10:00","available"
8336,5,"2023-09-30","08:10:00","08:20:00","available"
8337,5,"2023-09-30","08:20:00","08:30:00","available"
8338,5,"2023-09-30","08:30:00","08:40:00","available"
8339,5,"2023-09-30","08:40:00","08:50:00","available"
8340,5,"2023-09-30","08:50:00","09:00:00","available"
8341,5,"2023-09-30","09:00:00","09:10:00","available"
8342,5,"2023-09-30","09:10:00","09:20:00","available"
8343,5,"2023-09-30","09:20:00","09:30:00","available"
8344,5,"2023-09-30","09:30:00","09:40:00","available"
8345,5,"2023-09-30","09:40:00","09:50:00","available"
8346,5,"2023-09-30","09:50:00","10:00:00","available"
8347,5,"2023-09-30","10:00:00","10:10:00","available"
